Date,plus_minus,Team,Year
2003-10-06,-1,Oakland Athletics,2003
2003-09-30,1,Chicago Cubs,2003
2003-10-01,0,Chicago Cubs,2003
2003-10-03,1,Chicago Cubs,2003
2003-10-04,0,Chicago Cubs,2003
2003-10-05,1,Chicago Cubs,2003
2003-10-07,0,Chicago Cubs,2003
2003-10-08,1,Chicago Cubs,2003
2003-10-10,2,Chicago Cubs,2003
2003-10-11,3,Chicago Cubs,2003
2003-10-12,2,Chicago Cubs,2003
2003-10-14,1,Chicago Cubs,2003
2003-10-15,0,Chicago Cubs,2003
2003-09-30,1,San Francisco Giants,2003
2003-10-01,0,San Francisco Giants,2003
2003-10-03,-1,San Francisco Giants,2003
2003-10-04,-2,San Francisco Giants,2003
2003-09-30,-1,Atlanta Braves,2003
2003-10-01,0,Atlanta Braves,2003
2003-10-03,-1,Atlanta Braves,2003
2003-10-04,0,Atlanta Braves,2003
2003-10-05,-1,Atlanta Braves,2003
2003-09-30,1,Minnesota Twins,2003
2003-10-02,0,Minnesota Twins,2003
2003-10-04,-1,Minnesota Twins,2003
2003-10-05,-2,Minnesota Twins,2003
2003-09-30,-1,New York Yankees,2003
2003-10-02,0,New York Yankees,2003
2003-10-04,1,New York Yankees,2003
2003-10-05,2,New York Yankees,2003
2003-10-08,1,New York Yankees,2003
2003-10-09,2,New York Yankees,2003
2003-10-11,3,New York Yankees,2003
2003-10-13,2,New York Yankees,2003
2003-10-14,3,New York Yankees,2003
2003-10-15,2,New York Yankees,2003
2003-10-16,3,New York Yankees,2003
2003-10-18,2,New York Yankees,2003
2003-10-19,3,New York Yankees,2003
2003-10-21,4,New York Yankees,2003
2003-10-22,3,New York Yankees,2003
2003-10-23,2,New York Yankees,2003
2003-10-25,1,New York Yankees,2003
2003-09-30,-1,Florida Marlins,2003
2003-10-01,0,Florida Marlins,2003
2003-10-03,1,Florida Marlins,2003
2003-10-04,2,Florida Marlins,2003
2003-10-07,3,Florida Marlins,2003
2003-10-08,2,Florida Marlins,2003
2003-10-10,1,Florida Marlins,2003
2003-10-11,0,Florida Marlins,2003
2003-10-12,1,Florida Marlins,2003
2003-10-14,2,Florida Marlins,2003
2003-10-15,3,Florida Marlins,2003
2003-10-18,4,Florida Marlins,2003
2003-10-19,3,Florida Marlins,2003
2003-10-21,2,Florida Marlins,2003
2003-10-22,3,Florida Marlins,2003
2003-10-23,4,Florida Marlins,2003
2003-10-25,5,Florida Marlins,2003
2004-10-05,1,Boston Red Sox,2004
2004-10-06,2,Boston Red Sox,2004
2004-10-08,3,Boston Red Sox,2004
2004-10-12,2,Boston Red Sox,2004
2004-10-13,1,Boston Red Sox,2004
2004-10-16,0,Boston Red Sox,2004
2004-10-17,1,Boston Red Sox,2004
2004-10-18,2,Boston Red Sox,2004
2004-10-19,3,Boston Red Sox,2004
2004-10-20,4,Boston Red Sox,2004
2004-10-23,5,Boston Red Sox,2004
2004-10-24,6,Boston Red Sox,2004
2004-10-26,7,Boston Red Sox,2004
2004-10-27,8,Boston Red Sox,2004
2004-10-05,-1,Los Angeles Dodgers,2004
2004-10-07,-2,Los Angeles Dodgers,2004
2004-10-09,-1,Los Angeles Dodgers,2004
2004-10-10,-2,Los Angeles Dodgers,2004
2004-10-05,1,St. Louis Cardinals,2004
2004-10-07,2,St. Louis Cardinals,2004
2004-10-09,1,St. Louis Cardinals,2004
2004-10-10,2,St. Louis Cardinals,2004
2004-10-13,3,St. Louis Cardinals,2004
2004-10-14,4,St. Louis Cardinals,2004
2004-10-16,3,St. Louis Cardinals,2004
2004-10-17,2,St. Louis Cardinals,2004
2004-10-18,1,St. Louis Cardinals,2004
2004-10-20,2,St. Louis Cardinals,2004
2004-10-21,3,St. Louis Cardinals,2004
2004-10-23,2,St. Louis Cardinals,2004
2004-10-24,1,St. Louis Cardinals,2004
2004-10-26,0,St. Louis Cardinals,2004
2004-10-27,-1,St. Louis Cardinals,2004
2004-10-06,-1,Atlanta Braves,2004
2004-10-07,0,Atlanta Braves,2004
2004-10-09,-1,Atlanta Braves,2004
2004-10-10,0,Atlanta Braves,2004
2004-10-11,-1,Atlanta Braves,2004
2004-10-05,1,Minnesota Twins,2004
2004-10-06,0,Minnesota Twins,2004
2004-10-08,-1,Minnesota Twins,2004
2004-10-09,-2,Minnesota Twins,2004
2004-10-05,-1,New York Yankees,2004
2004-10-06,0,New York Yankees,2004
2004-10-08,1,New York Yankees,2004
2004-10-09,2,New York Yankees,2004
2004-10-12,3,New York Yankees,2004
2004-10-13,4,New York Yankees,2004
2004-10-16,5,New York Yankees,2004
2004-10-17,4,New York Yankees,2004
2004-10-18,3,New York Yankees,2004
2004-10-19,2,New York Yankees,2004
2004-10-20,1,New York Yankees,2004
2004-10-06,1,Houston Astros,2004
2004-10-07,0,Houston Astros,2004
2004-10-09,1,Houston Astros,2004
2004-10-10,0,Houston Astros,2004
2004-10-11,1,Houston Astros,2004
2004-10-13,0,Houston Astros,2004
2004-10-14,-1,Houston Astros,2004
2004-10-16,0,Houston Astros,2004
2004-10-17,1,Houston Astros,2004
2004-10-18,2,Houston Astros,2004
2004-10-20,1,Houston Astros,2004
2004-10-21,0,Houston Astros,2004
2004-10-05,-1,Anaheim Angels,2004
2004-10-06,-2,Anaheim Angels,2004
2004-10-08,-3,Anaheim Angels,2004
2005-10-04,-1,Boston Red Sox,2005
2005-10-05,-2,Boston Red Sox,2005
2005-10-07,-3,Boston Red Sox,2005
2005-10-04,1,Chicago White Sox,2005
2005-10-05,2,Chicago White Sox,2005
2005-10-07,3,Chicago White Sox,2005
2005-10-11,2,Chicago White Sox,2005
2005-10-12,3,Chicago White Sox,2005
2005-10-14,4,Chicago White Sox,2005
2005-10-15,5,Chicago White Sox,2005
2005-10-16,6,Chicago White Sox,2005
2005-10-22,7,Chicago White Sox,2005
2005-10-23,8,Chicago White Sox,2005
2005-10-25,9,Chicago White Sox,2005
2005-10-26,10,Chicago White Sox,2005
2005-10-04,1,St. Louis Cardinals,2005
2005-10-06,2,St. Louis Cardinals,2005
2005-10-08,3,St. Louis Cardinals,2005
2005-10-12,4,St. Louis Cardinals,2005
2005-10-13,3,St. Louis Cardinals,2005
2005-10-15,2,St. Louis Cardinals,2005
2005-10-16,1,St. Louis Cardinals,2005
2005-10-17,2,St. Louis Cardinals,2005
2005-10-19,1,St. Louis Cardinals,2005
2005-10-05,-1,Atlanta Braves,2005
2005-10-06,0,Atlanta Braves,2005
2005-10-08,-1,Atlanta Braves,2005
2005-10-09,-2,Atlanta Braves,2005
2005-10-04,-1,San Diego Padres,2005
2005-10-06,-2,San Diego Padres,2005
2005-10-08,-3,San Diego Padres,2005
2005-10-04,1,New York Yankees,2005
2005-10-05,0,New York Yankees,2005
2005-10-07,-1,New York Yankees,2005
2005-10-09,0,New York Yankees,2005
2005-10-10,-1,New York Yankees,2005
2005-10-05,1,Houston Astros,2005
2005-10-06,0,Houston Astros,2005
2005-10-08,1,Houston Astros,2005
2005-10-09,2,Houston Astros,2005
2005-10-12,1,Houston Astros,2005
2005-10-13,2,Houston Astros,2005
2005-10-15,3,Houston Astros,2005
2005-10-16,4,Houston Astros,2005
2005-10-17,3,Houston Astros,2005
2005-10-19,4,Houston Astros,2005
2005-10-22,3,Houston Astros,2005
2005-10-23,2,Houston Astros,2005
2005-10-25,1,Houston Astros,2005
2005-10-26,0,Houston Astros,2005
2005-10-04,-1,LA Angels of Anaheim,2005
2005-10-05,0,LA Angels of Anaheim,2005
2005-10-07,1,LA Angels of Anaheim,2005
2005-10-09,0,LA Angels of Anaheim,2005
2005-10-10,1,LA Angels of Anaheim,2005
2005-10-11,2,LA Angels of Anaheim,2005
2005-10-12,1,LA Angels of Anaheim,2005
2005-10-14,0,LA Angels of Anaheim,2005
2005-10-15,-1,LA Angels of Anaheim,2005
2005-10-16,-2,LA Angels of Anaheim,2005
2006-10-04,-1,Los Angeles Dodgers,2006
2006-10-05,-2,Los Angeles Dodgers,2006
2006-10-07,-3,Los Angeles Dodgers,2006
2006-10-03,1,Oakland Athletics,2006
2006-10-04,2,Oakland Athletics,2006
2006-10-06,3,Oakland Athletics,2006
2006-10-10,2,Oakland Athletics,2006
2006-10-11,1,Oakland Athletics,2006
2006-10-13,0,Oakland Athletics,2006
2006-10-14,-1,Oakland Athletics,2006
2006-10-03,1,St. Louis Cardinals,2006
2006-10-05,2,St. Louis Cardinals,2006
2006-10-07,1,St. Louis Cardinals,2006
2006-10-08,2,St. Louis Cardinals,2006
2006-10-12,1,St. Louis Cardinals,2006
2006-10-13,2,St. Louis Cardinals,2006
2006-10-14,3,St. Louis Cardinals,2006
2006-10-15,2,St. Louis Cardinals,2006
2006-10-17,3,St. Louis Cardinals,2006
2006-10-18,2,St. Louis Cardinals,2006
2006-10-19,3,St. Louis Cardinals,2006
2006-10-21,4,St. Louis Cardinals,2006
2006-10-22,3,St. Louis Cardinals,2006
2006-10-24,4,St. Louis Cardinals,2006
2006-10-26,5,St. Louis Cardinals,2006
2006-10-27,6,St. Louis Cardinals,2006
2006-10-04,1,New York Mets,2006
2006-10-05,2,New York Mets,2006
2006-10-07,3,New York Mets,2006
2006-10-12,4,New York Mets,2006
2006-10-13,3,New York Mets,2006
2006-10-14,2,New York Mets,2006
2006-10-15,3,New York Mets,2006
2006-10-17,2,New York Mets,2006
2006-10-18,3,New York Mets,2006
2006-10-19,2,New York Mets,2006
2006-10-03,-1,Minnesota Twins,2006
2006-10-04,-2,Minnesota Twins,2006
2006-10-06,-3,Minnesota Twins,2006
2006-10-03,-1,San Diego Padres,2006
2006-10-05,-2,San Diego Padres,2006
2006-10-07,-1,San Diego Padres,2006
2006-10-08,-2,San Diego Padres,2006
2006-10-03,-1,Detroit Tigers,2006
2006-10-05,0,Detroit Tigers,2006
2006-10-06,1,Detroit Tigers,2006
2006-10-07,2,Detroit Tigers,2006
2006-10-10,3,Detroit Tigers,2006
2006-10-11,4,Detroit Tigers,2006
2006-10-13,5,Detroit Tigers,2006
2006-10-14,6,Detroit Tigers,2006
2006-10-21,5,Detroit Tigers,2006
2006-10-22,6,Detroit Tigers,2006
2006-10-24,5,Detroit Tigers,2006
2006-10-26,4,Detroit Tigers,2006
2006-10-27,3,Detroit Tigers,2006
2006-10-03,1,New York Yankees,2006
2006-10-05,0,New York Yankees,2006
2006-10-06,-1,New York Yankees,2006
2006-10-07,-2,New York Yankees,2006
2007-10-03,1,Boston Red Sox,2007
2007-10-05,2,Boston Red Sox,2007
2007-10-07,3,Boston Red Sox,2007
2007-10-12,4,Boston Red Sox,2007
2007-10-13,3,Boston Red Sox,2007
2007-10-15,2,Boston Red Sox,2007
2007-10-16,1,Boston Red Sox,2007
2007-10-18,2,Boston Red Sox,2007
2007-10-20,3,Boston Red Sox,2007
2007-10-21,4,Boston Red Sox,2007
2007-10-24,5,Boston Red Sox,2007
2007-10-25,6,Boston Red Sox,2007
2007-10-27,7,Boston Red Sox,2007
2007-10-28,8,Boston Red Sox,2007
2007-10-03,-1,Chicago Cubs,2007
2007-10-04,-2,Chicago Cubs,2007
2007-10-06,-3,Chicago Cubs,2007
2007-10-03,-1,Philadelphia Phillies,2007
2007-10-04,-2,Philadelphia Phillies,2007
2007-10-06,-3,Philadelphia Phillies,2007
2007-10-04,-1,New York Yankees,2007
2007-10-05,-2,New York Yankees,2007
2007-10-07,-1,New York Yankees,2007
2007-10-08,-2,New York Yankees,2007
2007-10-04,1,Cleveland Indians,2007
2007-10-05,2,Cleveland Indians,2007
2007-10-07,1,Cleveland Indians,2007
2007-10-08,2,Cleveland Indians,2007
2007-10-12,1,Cleveland Indians,2007
2007-10-13,2,Cleveland Indians,2007
2007-10-15,3,Cleveland Indians,2007
2007-10-16,4,Cleveland Indians,2007
2007-10-18,3,Cleveland Indians,2007
2007-10-20,2,Cleveland Indians,2007
2007-10-21,1,Cleveland Indians,2007
2007-10-03,1,Colorado Rockies,2007
2007-10-04,2,Colorado Rockies,2007
2007-10-06,3,Colorado Rockies,2007
2007-10-11,4,Colorado Rockies,2007
2007-10-12,5,Colorado Rockies,2007
2007-10-14,6,Colorado Rockies,2007
2007-10-15,7,Colorado Rockies,2007
2007-10-24,6,Colorado Rockies,2007
2007-10-25,5,Colorado Rockies,2007
2007-10-27,4,Colorado Rockies,2007
2007-10-28,3,Colorado Rockies,2007
2007-10-03,1,Arizona D'Backs,2007
2007-10-04,2,Arizona D'Backs,2007
2007-10-06,3,Arizona D'Backs,2007
2007-10-11,2,Arizona D'Backs,2007
2007-10-12,1,Arizona D'Backs,2007
2007-10-14,0,Arizona D'Backs,2007
2007-10-15,-1,Arizona D'Backs,2007
2007-10-03,-1,LA Angels of Anaheim,2007
2007-10-05,-2,LA Angels of Anaheim,2007
2007-10-07,-3,LA Angels of Anaheim,2007
2008-10-01,1,Boston Red Sox,2008
2008-10-03,2,Boston Red Sox,2008
2008-10-05,1,Boston Red Sox,2008
2008-10-06,2,Boston Red Sox,2008
2008-10-10,3,Boston Red Sox,2008
2008-10-11,2,Boston Red Sox,2008
2008-10-13,1,Boston Red Sox,2008
2008-10-14,0,Boston Red Sox,2008
2008-10-16,1,Boston Red Sox,2008
2008-10-18,2,Boston Red Sox,2008
2008-10-19,1,Boston Red Sox,2008
2008-10-02,-1,Chicago White Sox,2008
2008-10-03,-2,Chicago White Sox,2008
2008-10-05,-1,Chicago White Sox,2008
2008-10-06,-2,Chicago White Sox,2008
2008-10-01,1,Los Angeles Dodgers,2008
2008-10-02,2,Los Angeles Dodgers,2008
2008-10-04,3,Los Angeles Dodgers,2008
2008-10-09,2,Los Angeles Dodgers,2008
2008-10-10,1,Los Angeles Dodgers,2008
2008-10-12,2,Los Angeles Dodgers,2008
2008-10-13,1,Los Angeles Dodgers,2008
2008-10-15,0,Los Angeles Dodgers,2008
2008-10-01,-1,Chicago Cubs,2008
2008-10-02,-2,Chicago Cubs,2008
2008-10-04,-3,Chicago Cubs,2008
2008-10-01,1,Philadelphia Phillies,2008
2008-10-02,2,Philadelphia Phillies,2008
2008-10-04,1,Philadelphia Phillies,2008
2008-10-05,2,Philadelphia Phillies,2008
2008-10-09,3,Philadelphia Phillies,2008
2008-10-10,4,Philadelphia Phillies,2008
2008-10-12,3,Philadelphia Phillies,2008
2008-10-13,4,Philadelphia Phillies,2008
2008-10-15,5,Philadelphia Phillies,2008
2008-10-22,6,Philadelphia Phillies,2008
2008-10-23,5,Philadelphia Phillies,2008
2008-10-25,6,Philadelphia Phillies,2008
2008-10-26,7,Philadelphia Phillies,2008
2008-10-27,8,Philadelphia Phillies,2008
2008-10-01,-1,Milwaukee Brewers,2008
2008-10-02,-2,Milwaukee Brewers,2008
2008-10-04,-1,Milwaukee Brewers,2008
2008-10-05,-2,Milwaukee Brewers,2008
2008-10-01,-1,LA Angels of Anaheim,2008
2008-10-03,-2,LA Angels of Anaheim,2008
2008-10-05,-1,LA Angels of Anaheim,2008
2008-10-06,-2,LA Angels of Anaheim,2008
2008-10-02,1,Tampa Bay Rays,2008
2008-10-03,2,Tampa Bay Rays,2008
2008-10-05,1,Tampa Bay Rays,2008
2008-10-06,2,Tampa Bay Rays,2008
2008-10-10,1,Tampa Bay Rays,2008
2008-10-11,2,Tampa Bay Rays,2008
2008-10-13,3,Tampa Bay Rays,2008
2008-10-14,4,Tampa Bay Rays,2008
2008-10-16,3,Tampa Bay Rays,2008
2008-10-18,2,Tampa Bay Rays,2008
2008-10-19,3,Tampa Bay Rays,2008
2008-10-22,2,Tampa Bay Rays,2008
2008-10-23,3,Tampa Bay Rays,2008
2008-10-25,2,Tampa Bay Rays,2008
2008-10-26,1,Tampa Bay Rays,2008
2008-10-27,0,Tampa Bay Rays,2008
2009-10-08,-1,Boston Red Sox,2009
2009-10-09,-2,Boston Red Sox,2009
2009-10-11,-3,Boston Red Sox,2009
2009-10-07,1,Los Angeles Dodgers,2009
2009-10-08,2,Los Angeles Dodgers,2009
2009-10-10,3,Los Angeles Dodgers,2009
2009-10-15,2,Los Angeles Dodgers,2009
2009-10-16,3,Los Angeles Dodgers,2009
2009-10-18,2,Los Angeles Dodgers,2009
2009-10-19,1,Los Angeles Dodgers,2009
2009-10-21,0,Los Angeles Dodgers,2009
2009-10-07,-1,St. Louis Cardinals,2009
2009-10-08,-2,St. Louis Cardinals,2009
2009-10-10,-3,St. Louis Cardinals,2009
2009-10-07,-1,Minnesota Twins,2009
2009-10-09,-2,Minnesota Twins,2009
2009-10-11,-3,Minnesota Twins,2009
2009-10-07,1,Philadelphia Phillies,2009
2009-10-08,0,Philadelphia Phillies,2009
2009-10-11,1,Philadelphia Phillies,2009
2009-10-12,2,Philadelphia Phillies,2009
2009-10-15,3,Philadelphia Phillies,2009
2009-10-16,2,Philadelphia Phillies,2009
2009-10-18,3,Philadelphia Phillies,2009
2009-10-19,4,Philadelphia Phillies,2009
2009-10-21,5,Philadelphia Phillies,2009
2009-10-28,6,Philadelphia Phillies,2009
2009-10-29,5,Philadelphia Phillies,2009
2009-10-31,4,Philadelphia Phillies,2009
2009-11-01,3,Philadelphia Phillies,2009
2009-11-02,4,Philadelphia Phillies,2009
2009-11-04,3,Philadelphia Phillies,2009
2009-10-07,1,New York Yankees,2009
2009-10-09,2,New York Yankees,2009
2009-10-11,3,New York Yankees,2009
2009-10-16,4,New York Yankees,2009
2009-10-17,5,New York Yankees,2009
2009-10-19,4,New York Yankees,2009
2009-10-20,5,New York Yankees,2009
2009-10-22,4,New York Yankees,2009
2009-10-25,5,New York Yankees,2009
2009-10-28,4,New York Yankees,2009
2009-10-29,5,New York Yankees,2009
2009-10-31,6,New York Yankees,2009
2009-11-01,7,New York Yankees,2009
2009-11-02,6,New York Yankees,2009
2009-11-04,7,New York Yankees,2009
2009-10-07,-1,Colorado Rockies,2009
2009-10-08,0,Colorado Rockies,2009
2009-10-11,-1,Colorado Rockies,2009
2009-10-12,-2,Colorado Rockies,2009
2009-10-08,1,LA Angels of Anaheim,2009
2009-10-09,2,LA Angels of Anaheim,2009
2009-10-11,3,LA Angels of Anaheim,2009
2009-10-16,2,LA Angels of Anaheim,2009
2009-10-17,1,LA Angels of Anaheim,2009
2009-10-19,2,LA Angels of Anaheim,2009
2009-10-20,1,LA Angels of Anaheim,2009
2009-10-22,2,LA Angels of Anaheim,2009
2009-10-25,1,LA Angels of Anaheim,2009
2010-10-06,-1,Cincinnati Reds,2010
2010-10-08,-2,Cincinnati Reds,2010
2010-10-10,-3,Cincinnati Reds,2010
2010-10-06,1,Texas Rangers,2010
2010-10-07,2,Texas Rangers,2010
2010-10-09,1,Texas Rangers,2010
2010-10-10,0,Texas Rangers,2010
2010-10-12,1,Texas Rangers,2010
2010-10-15,0,Texas Rangers,2010
2010-10-16,1,Texas Rangers,2010
2010-10-18,2,Texas Rangers,2010
2010-10-19,3,Texas Rangers,2010
2010-10-20,2,Texas Rangers,2010
2010-10-22,3,Texas Rangers,2010
2010-10-27,2,Texas Rangers,2010
2010-10-28,1,Texas Rangers,2010
2010-10-30,2,Texas Rangers,2010
2010-10-31,1,Texas Rangers,2010
2010-11-01,0,Texas Rangers,2010
2010-10-07,1,San Francisco Giants,2010
2010-10-08,0,San Francisco Giants,2010
2010-10-10,1,San Francisco Giants,2010
2010-10-11,2,San Francisco Giants,2010
2010-10-16,3,San Francisco Giants,2010
2010-10-17,2,San Francisco Giants,2010
2010-10-19,3,San Francisco Giants,2010
2010-10-20,4,San Francisco Giants,2010
2010-10-21,3,San Francisco Giants,2010
2010-10-23,4,San Francisco Giants,2010
2010-10-27,5,San Francisco Giants,2010
2010-10-28,6,San Francisco Giants,2010
2010-10-30,5,San Francisco Giants,2010
2010-10-31,6,San Francisco Giants,2010
2010-11-01,7,San Francisco Giants,2010
2010-10-07,-1,Atlanta Braves,2010
2010-10-08,0,Atlanta Braves,2010
2010-10-10,-1,Atlanta Braves,2010
2010-10-11,-2,Atlanta Braves,2010
2010-10-06,-1,Minnesota Twins,2010
2010-10-07,-2,Minnesota Twins,2010
2010-10-09,-3,Minnesota Twins,2010
2010-10-06,1,Philadelphia Phillies,2010
2010-10-08,2,Philadelphia Phillies,2010
2010-10-10,3,Philadelphia Phillies,2010
2010-10-16,2,Philadelphia Phillies,2010
2010-10-17,3,Philadelphia Phillies,2010
2010-10-19,2,Philadelphia Phillies,2010
2010-10-20,1,Philadelphia Phillies,2010
2010-10-21,2,Philadelphia Phillies,2010
2010-10-23,1,Philadelphia Phillies,2010
2010-10-06,1,New York Yankees,2010
2010-10-07,2,New York Yankees,2010
2010-10-09,3,New York Yankees,2010
2010-10-15,4,New York Yankees,2010
2010-10-16,3,New York Yankees,2010
2010-10-18,2,New York Yankees,2010
2010-10-19,1,New York Yankees,2010
2010-10-20,2,New York Yankees,2010
2010-10-22,1,New York Yankees,2010
2010-10-06,-1,Tampa Bay Rays,2010
2010-10-07,-2,Tampa Bay Rays,2010
2010-10-09,-1,Tampa Bay Rays,2010
2010-10-10,0,Tampa Bay Rays,2010
2010-10-12,-1,Tampa Bay Rays,2010
2011-10-01,-1,St. Louis Cardinals,2011
2011-10-02,0,St. Louis Cardinals,2011
2011-10-04,-1,St. Louis Cardinals,2011
2011-10-05,0,St. Louis Cardinals,2011
2011-10-07,1,St. Louis Cardinals,2011
2011-10-09,0,St. Louis Cardinals,2011
2011-10-10,1,St. Louis Cardinals,2011
2011-10-12,2,St. Louis Cardinals,2011
2011-10-13,1,St. Louis Cardinals,2011
2011-10-14,2,St. Louis Cardinals,2011
2011-10-16,3,St. Louis Cardinals,2011
2011-10-19,4,St. Louis Cardinals,2011
2011-10-20,3,St. Louis Cardinals,2011
2011-10-22,4,St. Louis Cardinals,2011
2011-10-23,3,St. Louis Cardinals,2011
2011-10-24,2,St. Louis Cardinals,2011
2011-10-27,3,St. Louis Cardinals,2011
2011-10-28,4,St. Louis Cardinals,2011
2011-09-30,-1,Texas Rangers,2011
2011-10-01,0,Texas Rangers,2011
2011-10-03,1,Texas Rangers,2011
2011-10-04,2,Texas Rangers,2011
2011-10-08,3,Texas Rangers,2011
2011-10-10,4,Texas Rangers,2011
2011-10-11,3,Texas Rangers,2011
2011-10-12,4,Texas Rangers,2011
2011-10-13,3,Texas Rangers,2011
2011-10-15,4,Texas Rangers,2011
2011-10-19,3,Texas Rangers,2011
2011-10-20,4,Texas Rangers,2011
2011-10-22,3,Texas Rangers,2011
2011-10-23,4,Texas Rangers,2011
2011-10-24,5,Texas Rangers,2011
2011-10-27,4,Texas Rangers,2011
2011-10-28,3,Texas Rangers,2011
2011-10-01,1,Philadelphia Phillies,2011
2011-10-02,0,Philadelphia Phillies,2011
2011-10-04,1,Philadelphia Phillies,2011
2011-10-05,0,Philadelphia Phillies,2011
2011-10-07,-1,Philadelphia Phillies,2011
2011-09-30,-1,Detroit Tigers,2011
2011-10-02,0,Detroit Tigers,2011
2011-10-03,1,Detroit Tigers,2011
2011-10-04,0,Detroit Tigers,2011
2011-10-06,1,Detroit Tigers,2011
2011-10-08,0,Detroit Tigers,2011
2011-10-10,-1,Detroit Tigers,2011
2011-10-11,0,Detroit Tigers,2011
2011-10-12,-1,Detroit Tigers,2011
2011-10-13,0,Detroit Tigers,2011
2011-10-15,-1,Detroit Tigers,2011
2011-09-30,1,New York Yankees,2011
2011-10-02,0,New York Yankees,2011
2011-10-03,-1,New York Yankees,2011
2011-10-04,0,New York Yankees,2011
2011-10-06,-1,New York Yankees,2011
2011-10-01,1,Milwaukee Brewers,2011
2011-10-02,2,Milwaukee Brewers,2011
2011-10-04,1,Milwaukee Brewers,2011
2011-10-05,0,Milwaukee Brewers,2011
2011-10-07,1,Milwaukee Brewers,2011
2011-10-09,2,Milwaukee Brewers,2011
2011-10-10,1,Milwaukee Brewers,2011
2011-10-12,0,Milwaukee Brewers,2011
2011-10-13,1,Milwaukee Brewers,2011
2011-10-14,0,Milwaukee Brewers,2011
2011-10-16,-1,Milwaukee Brewers,2011
2011-10-01,-1,Arizona D'Backs,2011
2011-10-02,-2,Arizona D'Backs,2011
2011-10-04,-1,Arizona D'Backs,2011
2011-10-05,0,Arizona D'Backs,2011
2011-10-07,-1,Arizona D'Backs,2011
2011-09-30,1,Tampa Bay Rays,2011
2011-10-01,0,Tampa Bay Rays,2011
2011-10-03,-1,Tampa Bay Rays,2011
2011-10-04,-2,Tampa Bay Rays,2011
2012-10-06,1,Cincinnati Reds,2012
2012-10-07,2,Cincinnati Reds,2012
2012-10-09,1,Cincinnati Reds,2012
2012-10-10,0,Cincinnati Reds,2012
2012-10-11,-1,Cincinnati Reds,2012
2012-10-05,1,Baltimore Orioles,2012
2012-10-07,0,Baltimore Orioles,2012
2012-10-08,1,Baltimore Orioles,2012
2012-10-10,0,Baltimore Orioles,2012
2012-10-11,1,Baltimore Orioles,2012
2012-10-12,0,Baltimore Orioles,2012
2012-10-06,-1,Oakland Athletics,2012
2012-10-07,-2,Oakland Athletics,2012
2012-10-09,-1,Oakland Athletics,2012
2012-10-10,0,Oakland Athletics,2012
2012-10-11,-1,Oakland Athletics,2012
2012-10-05,1,St. Louis Cardinals,2012
2012-10-07,0,St. Louis Cardinals,2012
2012-10-08,1,St. Louis Cardinals,2012
2012-10-10,2,St. Louis Cardinals,2012
2012-10-11,1,St. Louis Cardinals,2012
2012-10-12,2,St. Louis Cardinals,2012
2012-10-14,3,St. Louis Cardinals,2012
2012-10-15,2,St. Louis Cardinals,2012
2012-10-17,3,St. Louis Cardinals,2012
2012-10-18,4,St. Louis Cardinals,2012
2012-10-19,3,St. Louis Cardinals,2012
2012-10-21,2,St. Louis Cardinals,2012
2012-10-22,1,St. Louis Cardinals,2012
2012-10-05,-1,Texas Rangers,2012
2012-10-06,-1,San Francisco Giants,2012
2012-10-07,-2,San Francisco Giants,2012
2012-10-09,-1,San Francisco Giants,2012
2012-10-10,0,San Francisco Giants,2012
2012-10-11,1,San Francisco Giants,2012
2012-10-14,0,San Francisco Giants,2012
2012-10-15,1,San Francisco Giants,2012
2012-10-17,0,San Francisco Giants,2012
2012-10-18,-1,San Francisco Giants,2012
2012-10-19,0,San Francisco Giants,2012
2012-10-21,1,San Francisco Giants,2012
2012-10-22,2,San Francisco Giants,2012
2012-10-24,3,San Francisco Giants,2012
2012-10-25,4,San Francisco Giants,2012
2012-10-27,5,San Francisco Giants,2012
2012-10-28,6,San Francisco Giants,2012
2012-10-05,-1,Atlanta Braves,2012
2012-10-06,1,Detroit Tigers,2012
2012-10-07,2,Detroit Tigers,2012
2012-10-09,1,Detroit Tigers,2012
2012-10-10,0,Detroit Tigers,2012
2012-10-11,1,Detroit Tigers,2012
2012-10-13,2,Detroit Tigers,2012
2012-10-14,3,Detroit Tigers,2012
2012-10-16,4,Detroit Tigers,2012
2012-10-18,5,Detroit Tigers,2012
2012-10-24,4,Detroit Tigers,2012
2012-10-25,3,Detroit Tigers,2012
2012-10-27,2,Detroit Tigers,2012
2012-10-28,1,Detroit Tigers,2012
2012-10-07,1,New York Yankees,2012
2012-10-08,0,New York Yankees,2012
2012-10-10,1,New York Yankees,2012
2012-10-11,0,New York Yankees,2012
2012-10-12,1,New York Yankees,2012
2012-10-13,0,New York Yankees,2012
2012-10-14,-1,New York Yankees,2012
2012-10-16,-2,New York Yankees,2012
2012-10-18,-3,New York Yankees,2012
2012-10-07,1,Washington Nationals,2012
2012-10-08,0,Washington Nationals,2012
2012-10-10,-1,Washington Nationals,2012
2012-10-11,0,Washington Nationals,2012
2012-10-12,-1,Washington Nationals,2012
2013-10-04,1,Boston Red Sox,2013
2013-10-05,2,Boston Red Sox,2013
2013-10-07,1,Boston Red Sox,2013
2013-10-08,2,Boston Red Sox,2013
2013-10-12,1,Boston Red Sox,2013
2013-10-13,2,Boston Red Sox,2013
2013-10-15,3,Boston Red Sox,2013
2013-10-16,2,Boston Red Sox,2013
